,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
3479,Perfume,that|girl,,,,,,,,
3480,Perfume,Nabiki|Ukyo|Shampoo,,,,,,,,
3481,whiff|nostrils,of something,faint,on the breeze,,,her,,,caused
3482,smell,of decay and corruption,,,,,,,,
3483,smell,of garlic,,,,,She,,,
3484,smell,,,,,,I|I,,,
3485,scent,,faint|peculiar,,,,her|her,,,that caused her|her to realize
3486,it|Perfume,,,,,,I,,,
3487,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3488,Perfume|Perfume,Ukyo|Perfume|Perfume,,,,,,,,
3489,Fragrance|Fragrance,Fragrance|Fragrance|Lylac,,,,,,,,
3490,snuffed,,,the air,,,,,,
3491,scent,your,,,,on the outskirts of this city,I,,,
3492,whiff|smell|smell,of something off|of the nearby garbage,faint|odder|very strong|considerably more acute,,that of a vampire,,She|her|Chloe|the Werewolf ' s,at night|by daylight hours,,
3493,smell|nostrils|It,,nasty,,,from that direction,,,,
3494,smelled|smelled,,,,any hound who smelled|smelled fresh game,,,,,
3495,sniffed,,,the air,,,,,,
3496,smell,,as nice,,,,,,,
3497,Smells,,,,like something that ought to have stayed buried,,,,,
3498,Perfume|Perfume,Ukyo|Perfume|Perfume,,,,,,,,
3499,reeking,the,,,,,,,,
3500,sniffed,,,,,inside the narrow tunnel,,,,
3501,perfume,,rather interesting,,,,I,,,
3502,foul|foul|smelling|smelling,these|animated corpses,foul|foul - smelling|smelling,,,,,,,
3503,smell|breath,,rasping,,,,She,,,
3504,smell,,very keen,,,,I,,,
3505,sniffing,,,,,down the streets leading from the suburban area,,,,
3506,odors,,unknown,,,,I|I|to me|I,,,
3507,smell,of brine,strong,,,,you,,,
3508,scent,His,strong,,,,,,,
3509,stinking|stinking,eaters,stinking|stinking,,,,,,,
3510,stench|breath,its,hot,,,,her,,,made her cringe in terror
3511,Perfume|fetish|Perfume,,abiding,,,,,,,
3512,smell,adrenaline,,,,,I,,,
3513,breath|smell|perfume|scent,of her body|of womanly appeal,soft|wholesome,,,,he,,,
3514,whiff|perfume|sniff,her,chaste,contaminating the breeze,,at the,any spies,,,
3515,sniff,,,the breeze,,,,,,
3516,scent,the sweat|blood of battle,another,,,,John Talbain,,,
3517,scent,This,altogether different from,,,,,,,that intrigued him to no
3518,smell,the Estrogen,,in the air,,,You,,in this battle,
3519,smell,Darkness,,,,,,,,
3520,smells,yours,,,like it ' s teaming with virtues,,,,,
3521,sniff,a fire hydrant,,,,,,,,
3522,smell,She,,,,,,,,
3523,Smells,,,,more like warmed over leftovers,,me,,,
3524,Perfume|Perfume,Ukyo|Shampoo|Perfume|Perfume|Nabiki,,,,,,,,
3525,smell,It|some types of incense,downright nasty,,,,,,,
3526,Perfume|Perfume,Ryoga|Keiko|Shampoo|Ukyo|Perfume|Perfume|Kodachi,,,,,,,,
3527,nose|smell|reeked,of a man,sweaty,,,,her,,,
3528,stink,your methods,,,,,,,,
3529,sniffed|scent,,,the air,,,Talbain,,,
3530,scent,,distinctive,about her scarf,,,Lenore|her,,,
3531,smelling,Riho,,in the water,,,,,,
3532,Perfume|Fragrance|Fragrance,Fragrance|Fragrance,,,,,,,,
3533,Perfume,baby Lylac,,,,,,,,
3534,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3535,Perfume|Perfume|Fragrance,Perfume|Perfume,,,,,,,,
3536,aroma|aroma,,,in the air,like a fine mist aroma|aroma,the,,long after,,
3537,Perfume,the Amazon,,,,,,,,
3538,Fragrance|Fragrance|Perfume,Fragrance|Fragrance,,,,,,,,
3539,Perfume|sniffing,,,the air,,,,,,
3540,blend,of coconuts|dates,,,,,,,,
3541,Fragrance|Fragrance,Fragrance|Fragrance,,,,,,,,
3542,Perfume,Shampoo,,,,,,,,
3543,Perfume,she,,,,,,,,
3544,smell|scent,you|of sweaty humans,funny,,,,,,,
3545,sniffs,,tentative,to the air,,,Lenore|her own,,,
3546,smell,that,,,,,I,,,
3547,olfactory|olfactory,,olfactory|olfactory,,,,,,,
3548,smell|scent,it|her,,,,even from this distance,,,,
3549,scent,Your,,,,,,the last few nights,,
3550,smells,she,nice,,,,,,,
3551,sniffed|snuffing,the overturned vegetable and fruit basket,,the air,,,,,,
3552,Perfume,Master of the Senkens,very distinctive elemental,,,,,,,
3553,reeking,of stolen life energies,,,,,,,,
3554,scent,of horseradish,peculiar,the air,,,,,,
3555,Perfume,,,,,,their husband,,,
3556,Perfume|Perfume,Perfume|Perfume|the female earth dragon,,,,,,,,
3557,Perfume|sniffed,she,,the air,,towards the Tendo estate,he|his,,,set alarm bells racing
3558,scent,,odd,on the wind,,,I|I,when it shifted just now,,
3559,sniffed|smell,anyone,,the air,,,I,,,
3560,sniffing|scent,their,,the air,,,,,,
3561,putrid|putrid,,putrid|putrid,,,,,,,
3562,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3563,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3564,Fragrance,little,,,,,,,,
3565,Perfume|Perfume,Shampoo|Perfume|Perfume,,,,,,,,
3566,smells|shiffed,He,,,like a Feral,,,,,
3567,Perfume|Perfume sniffed,Perfume|Perfume,,,,,,,,
3568,smells,Kasumi|She|she,so nice,,,,,,whenever,making everything feel
3569,sniffed,Angel,,the air,,,,,,
3570,smell,it,,,,,,,,
3571,Perfume,,,,,,,,,that earned a glance
3572,Fragrance|Fragrance,Fragrance|Fragrance,,,,,,,,
3573,Perfume|Fragrance,,,,,,,,,
3574,Perfume,,,,,,,,,redirecting Ukyo ' s anger|brought a near - audible gulp from both Ranma
3575,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3576,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3577,Perfume|Perfume,Ukyo|Shampoo|Nabiki|Perfume|Perfume,,,,,,,,
3578,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3579,scent,of heaven,unmistakable,,,,,,,
3580,Perfume,Ambergris,,,,,,,,
3581,Perfume,,,,,,We,,,
3582,Perfume,Kasumi|Kodachi,,,,,,,when she became distracted by the sudden,
3583,Perfume|Perfume,the wet Perfume|Perfume - cat,,,,,,,,
3584,Perfume|Perfume,Perfume|Perfume - neko,,,,,,,,
3585,Perfume,Ukyo|neko,,,,,,,,
3586,Perfume,neko,,,,,,,,
3587,Perfume,neko,,,,,,,,
3588,Perfume,neko|Arigami,,,,,,,,
3589,Perfume,Keiko,,,,,,,,
3590,Perfume,Ucchan,,,,into the house through the side -,,,,
3591,aroma|scent,the blonde ' s womanly|womanly,appealing|womanly|womanly,,,,,,,eradicate the last traces of reluctance in Takaharis
3592,scent,,,,,,she|her,,,
3593,scent,them|each one,distinctive,,,,,,,
3594,scent,Pokemon|old|whose,,,,,,,,had the hint of pending death from old age
3595,scent|scent,of either her sister or her kidnapper,,,,,,,,
3596,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3597,scent,the enemy ' s,fresh,,,,,,,
3598,Perfume,,,,,,your husband,,,
3599,Perfume,Kasumi,,,,,,,,
3600,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3601,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3602,Perfume|Perfume,Perfume|Perfume,pale,,,,,,,
3603,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3604,Perfume,,,,,,,,,made me feel
3605,scent,,,,,,I,,,
3606,vibes,,really bad,,,,I,,,
3607,sniffed,,,the air,,,,,,
3608,scent,her,,the,,,I,,,
3609,smell,it,,,,from here,I,,,
3610,Perfume,Mousse|chan|Ranma|Nabiki|Taro creep,,,,,,,,
3611,Perfume|Perfume,- chan|Ucchan|Perfume|Perfume,,,,,,,,
3612,scent,my|that freakazoid,,,,,,,,
3613,smell,the roasting meat of those two rabbits,,,,,she,,,
3614,reek,the old fart,,,,,,,,
3615,smell,of cooking rabbits,,,,,,,,Nabiki felt herself go flush|a tightness in her abdomen caused her to gasp aloud and get suddenly nauseous
3616,Perfume,,,,,,to the others,,,
3617,scent,Nabiki ' s,,,,,I,,,
3618,Perfume,,,in the wind,,,,,,
3619,Perfume,Perspiration,,,,,,,,
3620,Perfume|Perfume,,,,,,,,,that even Perfume|Perfume had difficulty determining that her husband had physically departed
3621,Perfume,,,,,,,,,was driving me nuts
3622,Perfume,Ukyo,,,,,he,,,
3623,Perfume,Nabiki|Nabiki,,,,,,,,
3624,Perfume|Perfume,Perfume|Perfume|Nabiki,,,,,,,,
3625,Perfume,of,,,,,,,,
3626,Perfume,Nabiki,,,,,,,,
3627,Perfume,Nabiki,,,,,,,,with a growing sense of dread
3628,Perfume,,as hard,,as if she had been practicing katas,,,,,
3629,Perfume,those melons,,,,,,,,
3630,foul|foul|smelling|smelling,,foul|foul - smelling|smelling,,,,,,,
3631,Perfume,Nabiki,,,,,,,in,
3632,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3633,Perfume,,,,,,,,,her own confusion and sadness
3634,nose,the vampire,,,,,,,,
3635,famished,,,,,,I,,,
3636,Perfume|Perfume|Fragrance|Fragrance,Perfume|Perfume|Fragrance|Fragrance,,,,,,,,
3637,smell|sniff|aroma,of cooking bacon and eggs,,,,,her|her|she|she,the day,,which surprised her|her|that she|she pried open both eyes and
3638,aroma,their,,,,,,,,
3639,scent,of death,,,,,I,,,
3640,smelled,of chestnuts|springtime,,,,,,,,that
3641,Perfume,Nabiki,,,,,,during the night,,
3642,Perfume,Ukyo,,,,,,,,
3643,Perfume,Shampoo,lots more closer,,,,,,,
3644,Perfume,Ranma - kun,,,,in the hallway,,,,
3645,Perfume|Perfume,Nodoka,,,,,,until that instant,,surprising both Ukyo and Perfume|Perfume
3646,Perfume,Nodoka,,,,,,,,
3647,Perfume,,unusually embarrassed,,,,,,,
3648,scent,your|Nodoka,,,,,,,,
3649,Perfume,Nabiki,,,,,,at times in the morning,,
3650,Perfume|Perfume,Ukyo|Perfume|Perfume,,,,,,,,
3651,Perfume,Ukyo,,,,,he,nowadays,,
3652,Perfume,Arigami,,,,,,,,
3653,Perfume,,,,,towards the campus,,,,
3654,Perfume,,,,,,she,,,suffering a renewed case of hormonal arousal
3655,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3656,Perfume,Ukyo,,,,,she|she,,,she|she|a certain twinge of bemusement
3657,Perfume|Perfume,Perfume|Perfume|Ukyo,,,,,,,,
3658,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3659,smell,they,the same,,as any other bunch of mortals,,,,,
3660,scent,of impending disaster,,,,,they,,,
3661,scent,of terror,enticing,,,,a mortal,,when ingested whole by a,
3662,Perfume,Ukyo|the Amazon,,,,,,,,
3663,smelled,,faintly sulfurous,,,,,,,
3664,Perfume|Perfume,Ranchan|Perfume|Perfume,,,,,,,,
3665,Perfume,,,,,,her senses,,,
3666,Perfume,Ukyo,,,,,,,,
3667,Perfume|Perfume,Perfume|Perfume|LATISHA,,,,,,,,
3668,Perfume|Perfume|smell,Perfume|Perfume,,,,,I,,,
3669,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3670,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3671,smell,of ozone,,,,,She,,,
3672,reeked,,divine,,of,,,,,
3673,Perfume,,,,,,,,,attempting to revive their stricken husband
3674,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3675,Perfume,,,,,on the opposite end of the yard,,,,
3676,Perfume,san,,,,,,,,
3677,odor|stench,,foul|evil,,,,,,,that clouds his mind
3678,Perfume,unconscious,,,,,,,,
3679,stench,it,foul,,,,,,,caused many to grip their noses to keep from retching
3680,Smells|stench|Smells,this,,,like a diet|like,,me|I|I,,,I|I ' m almost feeling nostalgic
3681,odor|foul|foul|smells,MON DIEU|zhis|It,foul|foul|worse,,zhan zee Seine,,,,at low tide,
3682,Perfume|Perfume,Ranchan|Ucchan|Perfume|Perfume,,,,,,,,
3683,Perfume|Perfume,Ranma|kun|Perfume|Perfume,,,,,,,,
3684,Perfume|Perfume,Ranma,,,,,,,,
3685,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3686,Perfume,,,,,,Kaneda|he,,,
3687,noisome|noisome,,noisome|noisome,,,in the next room,,,,
3688,Perfume|Perfume,Ukyo|Perfume|Perfume,,,,,,,,
3689,scent,of blood,familiar,a stray breeze,,,to her sensitive nostrils,,,
3690,Perfume|Perfume,RANCHAN,,,,,,,,
3691,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3692,smell,blood,,,,,I,,,
3693,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3694,sniffing,,,,,the area,,,,
3695,Smells,,different from human,,,,she,,,
3696,Perfume,Ucchan,,,,,,,,
3697,sniffed,the air|the strawberry redhead,,,,,,,,
3698,smelling|smelling,girl|Incense,nice|smelling|smelling,,,,,,,
3699,Perfume,Kurustani,,,,,,,,
3700,smell,,bad,,,,you,,,
3701,Perfume,,,,,,,that very morning,,
3702,Perfume,Air|Vaccuum,,,like the kind you get with that plastic bubble wrap,,,,,
3703,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3704,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3705,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3706,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3707,Perfume,,,,,in a home,,,,
3708,It|Perfume,,much worse,,,,,,,
3709,Perfume,,,,,from the other end of the house,they|the others,,,
3710,Perfume|Perfume,Shampoo|Ukyo|Perfume|Perfume,,,,,,,,
3711,smell,,,,like the people of Nerima,,she,,,
3712,stench,of many perspiring bodies,musty,,,,,,,
3713,smelling,unleavened bread|wine,so cheap,,,,,,,that it was practically vinegar
3714,buzz,,pleasant,the air,,,,,,that
3715,scent,Miriam ' s,a freshness,,,,,,,
3716,smelled,the blood,,,,,I,,,
3717,perfume|aroma,of the Eluini ' s vulnerable shoulder,,,like,,,,,
3718,Perfume,,naively trusting,,,,,,,
3719,odors,of cheap wine and vomit,musty|dank,,,,,,,
3720,scent,of his wife,,,,,he,,,
3721,smell|perfume,her,,,,,I,,,
3722,aromas,,lush|variously exotic,,,,,,,
3723,smelled,whom|of|of cat - fur,strangely,,of|of,,,,,
3724,smells,She|of|of dog|dog fur|fur,,,of|of dog|dog fur|fur,,,,,
3725,sniff|scent,of lilacs,,of the air,,,I,,When she was hear,
3726,Perfume,woman,,,,,,,,
3727,scent,his,,,,,,,,
3728,smell,,,,like him,,,,,
3729,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3730,Perfume,,,,,,,,,that made Ranma palpably aware
3731,Perfume,Shampoo|Ukyo,,,,,,,,
3732,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3733,Fem|Fem -|-|Perfume,,Fem|Fem -|- friendly,,,,,,,
3734,Perfume,that,,,,,,,,
3735,fetid|fetid vapors|vapors,vapors|vapors,fetid|fetid,,,,one,,,
3736,vibes,,really bad,,,,I,,,
3737,reeked,the|the|death|decay|corruption,,,,the|the temple,,,,
3738,stench,,such,,,,You,,,
3739,reek,ignorance|presumption,worst,,,,,,,
3740,reeking,unseemliness,,,the sort of vampire you only encountered in special - effects,,,,,
3741,Perfume|Perfume,Shampoo|chan|Ukyo|san|Perfume|Perfume|chan,,,,,,,,
3742,smell|scent,,refreshingly familiar,,of,,She|she,,,that left both of them feeling enormously grateful
3743,Perfume,Ranma,,,,,,,,
3744,smell,of blood|death,,,,,I,,,
3745,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3746,Perfume|Perfume,Shampoo,,,,,,,,
3747,Perfume,,,,,from the porch steps leading to the inner garden,,,,
3748,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3749,Perfume|Perfume,Shampoo|Perfume|Perfume,,,,,,,,
3750,Perfume,,,,,,,,,that it was chilling to those
3751,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3752,smell,it,,,like the traces of sex that you ' ve been having on the,,I,,,
3753,stink,these guys,,,of Special Forces,,,,,
3754,Perfume,,,,,their house,,,,
3755,scent,his,strange,,,,,,,
3756,scent,Takaharis|whose,quite strong,,,,,,,
3757,nose|stench,of a great many bodies,,,,the filthy streets,her,,,
3758,Smells,It,,,like one,,,,,
3759,aroma,incense|of Jasmine,pungent,the air,,,,,,
3760,smelled,a rat,,,,,You,,,
3761,stinking|stinking,,stinking|stinking,in a,,,me,,,
3762,smelly|smelly,,oily|smelly|smelly,,,,,,,
3763,stink,of this Charnel House and its unwashed disciple,,,,,,,,
3764,stink,of death|evil,,,,,,,,offends me greatly
3765,smell,of rotting meat,,The very air|the,,,,,,
3766,nose|smell,,,,as though she were treading through a graveyard,,She|her,,,
3767,Perfume,,,,,,,In our time,,
3768,stink,I|of wet bird feathers,,,,,,,,
3769,Perfume,Mousse,,,,,,,,
3770,fetid|fetid,,fetid|fetid,,,,,,,
3771,scent,,musty,,,,,,,
3772,smell,,,,,the unlit room,her,,even on the threshold of entering,
3773,smells|odor,of antiseptics,such|heavy pungent,,,,,,,
3774,smell|reeked,,entirely unpleasant,the air,,,,,,
3775,smelled|smell,of old and well - worn parchment,,,like a mausoleum|or a hospital for,,,,,
3776,stench|nostrils,of burned and rotting flesh,,,,,her,,,Nabiki covered them
3777,stink,,rank,the air|clean mountain breeze,of death,,her,,,
3778,stink,of the human,,,like a creature that had,,,for a whole entire year,,
3779,smell,camels|they,,,,,,,in the close confines of,
3780,sniff,,,the winds,,,,,,
3781,sniffed|smell,You,the same,,,,to me,,,
3782,smell,It,nice,,,,,,,
3783,smell,you,,,like perfume,,,,,
3784,sensuous|sensuous,,sensuous|sensuous,in the wind,,,,,,it|s driving me to distraction
3785,scent,,intoxicating|thine,,,,,,,
3786,foul|foul|fetid|fetid,,foul|foul|fetid|fetid,,,,,,,
3787,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3788,Perfume|Perfume,Ukyo|Perfume|Perfume,,,,,,,,
3789,smelled|foul|foul,something,foul|foul,in this circulated air,,,Talbain|I,,,
3790,reeks,Heinrick,,,,,,,,
3791,smell,the soba noodles,,,,,,,,
3792,sniff|Fragrance|Fragrance,little Fragrance|Fragrance,,,,,,,,
3793,Perfume,Nabiki,,,,,,,,
3794,Perfume|Perfume sniffed,Perfume|Perfume,,the air,,,,,,
3795,Perfume,Shampoo,,,,,,,,
3796,Perfume,""" Kimiguri",,,,,,,,
3797,smell,Airen|his,,,,,she,,,
3798,Perfume,,,,,,her,,,
3799,Fragrance|Fragrance,Lylac|Fragrance|Fragrance,,,,,,,,
3800,Perfume|sniffing,,,,like an affectionate hound,,,,,
3801,whiff|perfume|perfume,of grandmother ' s perfume|perfume,strong,,,,I,,in,
3802,Perfume|Perfume,Perfume|Perfume|Ranma,,,,,,,,
3803,snuffing,,,,like the wick of a candle,,,,,
3804,Perfume|Perfume,Shampoo|Ukyo|the magically|Nabiki|Perfume|Perfume,,,,,,,,
3805,sniffed,of steaming plasma,ionizing,,,,,,,
3806,Perfume,,,,,into the shadows,,,,
3807,smell,of blood,,,,,I|Kirins,,,
3808,sniffed,,,the air,,,Talbain,,,
3809,whiff,of something,,,,,I,,,
3810,scent,of Snake,distinctive,upon the breeze,,,,,,
3811,Fragrance|Perfume|fumes,,heavy trace,,,,her|other,,,to set her at ease
3812,Perfume|Perfume,,,,,,,,,
3813,Perfume,,,,,,she,,in the presence,
3814,Perfume|Fragrance,,,,,,,,,
3815,Perfume,,,,,,she,,,
3816,Perfume,,,,,,she,,,
3817,fragrances|scent|perfumes,human|human|oil -|wildflower blossoms,heavy|pleasantly pungent|human|human|based,,,towards the largest of the tents|a spacious,the nostrils,,,
3818,Perfume,Lenore|san,,,,,,,,
3819,Perfume|gawking,Shampoo|Lylac|Fragrance,,,,,,,,a shockwave to reverberate throughout
3820,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3821,Perfume,The Anti - Christ,,,,,,,,
3822,Perfume,,,,,,the|the Enforcer|Enforcer,,,causing the|the Enforcer|Enforcer to start in dismay
3823,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3824,Perfume|Perfume,Lylac|Perfume|Perfume|Chusen,,,,,,,,
3825,Perfume|Perfume,She|Perfume|Perfume|Ambergris,,,,,,,,
3826,Perfume|Perfume,,,,,,the|the Enforcer|Enforcer,,,which|set the|the Enforcer|Enforcer ' s hackles to stand on end
3827,Perfume,Balsam,,,,,,,,
3828,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3829,Perfume|Perfume,,,,,,,,,with a start
3830,Perfume|Perfume,Ukyo|Perfume|Perfume|cousin,,,,,,,,
3831,Perfume,,,,,,she|the other co - wives,,,
3832,Perfume|Perfume,Nabiki,,,,,,,,
3833,Fragrance|Fragrance,Fragrance|Fragrance,,,,,,,,
3834,Perfume,Shampoo|Nabiki|Ranma,,,,,,,,
3835,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3836,Perfume|Perfume|Perfume|Perfume,Ukyo|Perfume|Perfume|Perfume|Perfume,,,,,,,,
3837,reeked,He,,,,,,,,
3838,scents,,,,,,him|he,,,
3839,smell,of blood,,,,,,,,would greatly offend your father
3840,Perfume,,,,,,she,,,
3841,Perfume,Nabiki,,,,,,,,
3842,Perfume|Perfume,Perfume|Perfume,,,,in that secluded tent,,for the past few minutes,,
3843,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3844,Perfume,,,,,,I,,,
3845,Perfume|Perfume|Fragrance|Fragrance,Perfume|Perfume|Fragrance|Fragrance,,,,,,,,
3846,Perfume|Perfume,Perfume|Perfume,faintly,,,the tent,,,,
3847,Perfume,,,,,the tent,,,,
3848,Perfume,Shampoo,,,,,,,,
3849,smell,some of you guys,,,like you could use a good shower,in here,,,,
3850,aroma,a finely ground herbal powder whose,rich,,,,Abhram|Abhram,,,brought a smile to his withered face
3851,foul|foul|smelling|smelling,air,foul|foul - smelling|smelling,,,,,,,
3852,odor,,,,,,I,,,
3853,smell|reek,anything,foul,,,in one place,you,,,
3854,smell,,,,,,I,,,
3855,smelling|smelling,air,odd - smelling|smelling,,,under the earth,,,,
3856,perfume,of her companion,sweet,,,,,this,,
3857,smell,of a nearby hot springs,sulfurous,,,,his,,,
3858,auras,,distinctive life,,,,,,,sooth Nabiki ' s sense of guilt
3859,Perfume,Sharil|Ukyo,,,,,,,,
3860,scent,Your,,,,,,,,
3861,smell,blood,,,,,I,,,
3862,aura,,intensely disturbing|incredibly potent,,,,,,,
3863,smell,of roasted pseudo - flesh,,,,,,,,
3864,smell,of Chaos spawn,,,,within this chamber,I,,,
3865,scent,the Eluini,,,,,,,,
3866,reeked,,,,of fanboy,,,,,
3867,smell|scent,,warm|spiced|rich earth,,,,,for only a year,,
3868,smelled,Andromache,,,of,,,,when Hektor combed his fingers,
3869,scent,of her home,,,,,Helen,,,
3870,scent -,she|by Greece,,,,,,,,
3871,smell,of that copper - full salt,,,,,Hektor,,,
3872,smells,she,,,like Sparta,In Sparta,,,,
3873,scent,Menelaus,,,,,,,,
3874,smell,it,sea,,,,,,,
3875,smell,of the sea,,in the air,,,Hektor,,,
3876,fumes,Steam,fragrant,the air,,the entire tower,,,,
3877,scent,,,the air,,,He|his|him,,,
3878,smelly|smelly,musk,smelly|smelly,,,,,,,
3879,smell,it,,in the air,menacing,,She,,,
3880,breath,,hot|damp,,,,,,,
3881,,,,,,,,,,
3882,stench,His,,,,the entire store and electronics,,,,
3883,smell,he|that,,,,,,,,
3884,smell,Some people,,,,,,,,
3885,smell,that,,,,a booth at the back,,,,
3886,smell,,,,,into his cafe,,at the end of her shifts every day|on the weekends|when,,
3887,It,,,,,around the apartment,,,,
3888,smell,,delicious,,,"the old , abandoned building",,,,
3889,smelled,,strange,gust of wind,like the ocean,,,,,
3890,scent,his,,,,,Sciron,,,
3891,aroma,bowl of steaming hot rice|a small tub of molokhia|its,savoury,the air,,,,,,
3892,smells,It,amazing,,,,,,,
3893,smell,of blood,heavy,,,,James|he,,,
3894,smelling|smelling,carnations|tulips|roses,sweet - smelling|smelling,,,,,,,
3895,scent,his,stronger,,,,,,,
3896,smelling,She|of|of,,,of|of,,,,,
3897,scented|scented,,scented|scented,,,,,,,
3898,smell,The van,,,,in the hotel,,,,
3899,scent,his,stronger,,,,,,,
3900,smelled,She|of faint roses,,,,,,,,
3901,smelled,the iron,,in the air,,,Sciron,,,
3902,smell,the ocean,,,,from here,He,,,
3903,smell,his,baby,,,,,,,
3904,stench,of acid,,,,,His,,,
3905,reeking,of death|despair,,,,,,,,
3906,stank,He|of|of,,,of|of the Lethe,,,,,
3907,scent,of fresh grass,,,,,,,,and the heat of the city dissipated
3908,stench,Gabe|his pick - up lines,worse,,,,,,,
3909,odour,Gabe ' s,,,,,He,,,
3910,stench,,,,,,him|the Jacksons,,,
3911,inhale|smell,Pepe ' s baby,,,,,Sally,,,
3912,,,,,,,,,,
3913,sniff|scent,her,,the air,,,him,,,
3914,smelled,His|he,awful,,,,,,,
3915,sniff,it,,,,,,,,
3916,whiff|aroma|perfume|perfume,the girl|her,gentle feminine|sweet|sweet,,like a sweet|sweet perfume|perfume|like honey,,His|he|to his,,,
3917,aroma,of his body,manly,,,,,,,
3918,smell,of the boy,strong manly,,,,,,,
3919,aroma,of something good to eat,,,,,,,,
3920,scent,of the boy,strange,,,,she,,,
3921,smelly|smelly,,smelly|smelly,,,overcrowded city,She,,,
3922,smelly|smelly,dirty,smelly|smelly,,,,,,,
3923,whiff,the,,,,,he|he,,,
3924,sniffed|smells,something,great,the air,,,,,,
3925,whiff,of something,the faintest,,,,her sensitive nostrils|she,,,
3926,nostrils|perfume,of a warm and feminine body,soft,,,,his,,,
3927,perfume,of her body,soft,,,,,,,
3928,smelled,she,nice,,,,,,,
3929,smelled|aroma|perfume|perfume,The|The,nice|oddly perfume|perfume,The|The sheets,,,,,,
3930,Perfume,Ambergris,,,,,,,,
3931,smell,Helsing,,,,,his,,,
3932,sniffed,,,the air,,,,,,
3933,scent,,,,,,she,,,
3934,sniffed|smell,Doesn,,the air,like she used some type of explosive,,,,,
3935,smelly|smelly|smelling cologne|smell,Gi,same smelly|smelly|the most awful|manly,,,,he,,,
3936,reeked,power,,,,,,,,
3937,smelling|smelling,,musty smelling|smelling,,,,they,,,
3938,smelling,smoke,,,,,,,,
3939,Perfume|Perfume,cousin|cousin,,,cousin|cousin Perfume|Perfume,,,,,
3940,Perfume|Perfume,Perfume|Perfume,,,,,,,,
3941,Perfume,Shampoo,,,,,,,,
3942,scent,your,,,,,I,just now,,
3943,scent|perfume|perfume,of wildflowers,,the wind,like a perfume|perfume,,he,,,
3944,nose|inhaled|scent,,,,,,He|his,,,
3945,smelly|smelly|smell,those|rolled up paper tobacco products|cigaretees|one,smelly|smelly,on,,,I|your,this morning,,
3946,Perfume|Perfume,Perfume|Perfume|Lotion,,,,,,,,
3947,perfume|aroma|aroma,incense sticks|of his vigil,,the air,like aroma|aroma,in the shrine,,,,
3948,reeked,Ranma|of Alpha Male properties,,,,,,,,that would ordinarily have set Ukyo ' s teeth to clenching
3949,smells,fresh meat,,,,,he,,,
3950,smell,Silk ' s fine cooking,,on the breeze,,,I,,,
3951,smelled,of long - dried blood|cheap sake,,,,,,,,
3952,smelled,something mint,,,like,,he,,,
3953,scent,,,,of,,your,,,
3954,stench,fragmented,demon,,,in every place that,,,,
