,Book,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
2530,abc976,smell,of sterility,stifling,the air,,the lab walls,him,,,
2531,abc976,scents,the,,,,,Arthur|he,,,
2532,abc976,smelled,it,,,,all the way down the hall,You,,,
2533,abc976,scent|scent,,so strong,,,,,,,that the scent|scent passed through the wall to Arthur .
2534,abc976,scent,,the only,in the air,,,,,,
2535,abc976,smell,You|of|of envy,,,of|of,,,,,
2536,abc978,smell,the wildflowers|the mild rust of blood,,,,,You,,,
2537,abc981,smell,,flowery,,,,to,,,that incites him to
2538,abc981,smell,of each other,intoxication,,,,,,,drives them insane
2539,abc981,smells,everything,,,,,,,,
2540,abc981,scent,,strong|strong,,,,,,,to give Harry a small headache
2541,abc981,smell,of sea and ocean,,in the air,,,,,,that makes Harry feel a little bit sick
2542,abc984,scented|scented,,lotus|scented|scented,mists,,,,,,
2543,abc985,smell,of|the bilious pool,,,,,He,,,
2544,abc985,smell|breath|scent,Mushroom ' s|Kronos,sour|lingering,,,,,,,
2545,abc985,smelly|smelly,Cerberus,smelly|smelly,in,,,,,,that
2546,abc985,smell,of the first frost|of the first rain,deeper,,,,,,,sent a shocking wave of feelings through her|it was hard to think straight
2547,abc994,smelling,Pollux|Achilles,,,like airport and the failed dream of Spring Break,behind a dumpster,,,,
2548,abc996,scent,of the forest,sweet,,,,He,,,
2549,abc7,smell,of sex|of,,,,in the adjoining bathroom,,,,
2550,abc7,perfume,,strange new,the wind,,,,,,
2551,abc19,smell,of poppies,faint,in the thick air,,,,,,
2552,abc26,smell,he|that,,,,,,,,
2553,abc26,smell,that,,,,a booth at the back,,,,
2554,abc26,smell,,,,,into his cafe,,at the end of her shifts every day|on the weekends|when,,
2555,abc26,smelled,,strange,gust of wind,like the ocean,,,,,
2556,abc26,smell,of blood,heavy,,,,James|he,,,
2557,abc26,stench,,,,,,him|the Jacksons,,,
2558,abc40,scent,of him,,,,,,,,making their little mouths water
2559,abc40,nose|inhaling|scent,,oceanic,,,,,,,
2560,abc41,scent,of Achilles ' wonderfully soft hoodie,comforting,,,,He|his,,,
2561,abc41,smell,of Achilles,,,,,,,,it would be a very quickly reached orgasm
2562,abc42,blush|sniff,,,,,,he|his,,,
2563,abc42,smelled,Ganymede,the most mortal|the most human,,,,,,,
2564,abc42,smell,nectar|of it,close to divine,,,,him,,Being so close to,
2565,abc42,smelling|smelling breath,,hot|sweet - smelling|smelling,,,,,,,
2566,abc44,stench,of sea - weed,,,,the seaside cafe,You,at the end of September,,
2567,abc45,stinking,him|of|of,,,of|of wine and salt,,I,,,
2568,abc54,smelling,of sweet sex,,,,,a,,,Then sends you to bright
2569,abc58,perfume,Apollon,Flowered,,,,,,,
2570,abc58,hue,,sickly,,,,,,,
2571,abc69,scent,Hyacinth ',sweet enough,,,,,,,
2572,abc77,sniffing,Cerberus,,,,,Cerberus,,,
2573,abc77,smell,of bacon,,,,,He,,,
2574,abc77,smelling|smelling,bacon,delicious smelling|smelling,,,,,,,
2575,abc91,smelled,of brackish water,,,,,his,,,groaned like a half drowned sailor
2576,abc92,scent,of him|all leather and salt,,,,,,,,
2577,abc92,breath,,warm,,,,,,,
2578,abc93,scent,of oncoming rain|something fresh,,,,,,,,
2579,abc93,scent,,dusty|the same,,,,Zeus,,,
2580,abc93,smell,of wheat and growing things,,in the air,,,,,,
2581,abc93,smelled,Ganymede|Zeus ' swirling|of|of chthonic|chthonic|of ambrosia,,The wind,of|of chthonic|chthonic fog,,,,,
2582,abc101,smell,of alcohol,sickly,,,,,,,
2583,abc102,smelled,this|Mint,faint,,,,Patroclus,,,
2584,abc102,smelled,Patroclus,soft,,,,,,,
2585,abc102,smelled,it,wonderful,,,,,,,
2586,abc102,scent,his,soft,,,,Achilles,,,
2587,abc102,smell,of salt,overpowering,,,,,,,
2588,abc103,scent,detritus of nesting animals|old leaves|of death and disease,otherworldly,,,,Ganymede,,,
2589,abc110,scented|scented,smoke,sweet scented|scented,,,,,,,
2590,abc110,smell,clean pine,,,,,,,,
2591,abc110,scent,,bright fresh,,of a sea breeze,,,,,
2592,abc110,smell,the leopards|him,,,,,Ariadne,,,
2593,abc110,smell,of pine|a swirl of wind,,,,,,,,
2594,abc110,scented|scented,,sweet scented|scented,breeze,,,,,,
2595,abc110,smell,of gore|sweat,foul,under the breeze,,,,,,
2596,abc110,scent,of the hot summer sun on an olive grove,,,,,him|he,,,
2597,abc110,smell,of pines,heady,,,,,,,
2598,abc110,scent,of flowers,sweet,on the wind,,,,,,
2599,abc110,scent,of pine,,on the cold air,,,his,,,
2600,abc110,smelling|smelling,some|olive oil,fruity smelling|smelling,,,,,,,
2601,abc111,scent,of dragon ' s blood|cinnamon|olives,intoxicating,into the air,,,,,,
2602,abc111,inhale|sniff,distaste,deep,,,,,,,
2603,abc118,smell,of fresh flowers,faint,,,from his office,,,,
2604,abc118,smell,The flowers,refreshing,,,,,,,made him a little uncomfortable
2605,abc118,scent|inhaled,of flowers,,they,,,him|he,,,
2606,abc118,smells,He,,,like a fireplace,,,,,
2607,abc120,smell,oils,pleasing,,,,her,,,
2608,abc120,scent,,,,,,him|him,,,makes him|him feel
2609,abc122,stench|smell|perfume,of Death|of grass|of the wildflowers,,,,,Theseus,,,
2610,abc142,smells|scents,""" Hermes|fresh sun|grass",,,,,her,,,
2611,abc143,scent,Corsa ' s,,,,,,,,
2612,abc147,smell|perfume|perfume,her ambrosia perfume|perfume,,,,,Hermes|he,,,
2613,abc147,scent|scent,of Apollo|the broken ends of Eros ' arrow|of him,,,,from a,my hounds|I,,Upon one of my hunts,
2614,abc156,smelled,The|The shirt|shirt,,The|The shirt|shirt,like,,,,,brought her more comfort
2615,abc156,scent,his,,,,,,,,
2616,abc156,smelled|whiff,it|pine|of brimstone,,,like,,Betty|she,,,
2617,abc167,sniff,one of several empty cups|it,,,,,,,,
2618,abc167,scent,her,,,,,,,,
2619,abc189,reeking,of alcohol,,,,,,,,
2620,abc191,smell,of salt|the sea,,,,,He|him,,,
2621,abc198,smell,,,,,,He|Ganymede,,,
2622,abc200,snuffed,,,,,,,,,the life out
2623,abc202,scent,of roses|stale coffee,,,,,,,,
2624,abc202,scent,her,,,,,Hades,,,which
2625,abc209,scent,of saltwater,,,,,,,,
2626,abc214,smelling|stench|smell,of cow manure,,,,,we|I|the guys except Ganymede|I,,,start gagging
2627,abc228,smell,his,,,,,,,,
2628,abc237,smells,It|of|of burnt flesh|innards|sin,,,of|of,,,,,
2629,abc241,sniffing,,,the air,,,,,,
2630,abc241,smelling|scent,a vast meadow of flowers|of honey and fruit|of the sea breeze|sun,,,,,,in the summer,,
2631,abc245,smell|smell,cologne|Thanatos,mystery,,,,He,,,that was tormenting his pregnant wife
2632,abc245,cologne|whiff,that,good,,,,,,as,
2633,abc246,smelled,incense|of|of sandalwood|lavender,,,of|of,the entire space,,,,
2634,abc247,smelling|smelling,,blood - smelling|smelling,,,,,,,
2635,abc250,scent,of blood,,,,,,,,
2636,abc257,fragrance,of a flower,intoxicating,,,,,,,
2637,abc264,smell,,,,,,she,,,
2638,abc286,breath|scented|scented,,sweet|scented|scented,,,,he,,,
2639,abc293,smelled,the flower,deeply,,,,he,,when he put the pie in his backpack|after putting it in a glass of water,
2640,abc301,sniffed,,,the wind,,,,,,
2641,abc301,smell|scent,him|his,sweet,,as honey,,He|he,,,
2642,abc301,smelled,the soft|which,delicious,,,,,,,
2643,abc301,scent,the alpha|his,,,,,,,,
2644,abc302,breath|smelling,something,high|fluttering|sharp|sweet,,,,his,,,
2645,abc308,smelling,,salty,Their,,,They,,,
2646,abc311,scent,of some Trojan prince,,,,,My parents,,,
2647,abc312,smell,the alcohol,,,,,He,,,that helps her ignore her emotions
2648,abc339,smell,The god|salt|death|life|birth|rot,,,,,him|him,,,overwhelmed him|him
2649,abc339,smell,he,,,like the sea,,He|he,for still longer,,
2650,abc340,smell,a to - go cup of black coffee,dark|bitter,,,the room,,,,
2651,abc340,perfume,her,,,,,He,,,
2652,abc340,perfume,her,,,,,He,,,
2653,abc340,scent,Aphrodite|her,more vital,,,,he,,,
2654,abc341,stink,of blood,lingering,,,,Paris,,,
2655,abc341,breath,,Hot,,,,,,,
2656,abc341,stink,own breath,,,,,he,,,
2657,abc341,scent,her,deep,,,,,,,
2658,abc346,smell,of the oils,the faintest hits,,,,I|I,,,
2659,abc349,scent,of the flowers,mingled,The breeze,,,him|his|his|he|he,,,crawling down his|his throat until he|he nearly gagged
2660,abc353,scent,Patroclus ' s musk,own,,,,Achilles|his,,,
2661,abc359,stench|fervor,of fresh blood,an insomnolent,,,,,,,
2662,abc361,scent,his,,,,,,,,
2663,abc367,smell,carrots|onions|beef|turnip|potatoes|some mushrooms,frankly delicious,,,,He,,,
2664,abc369,scent|scents,of her milk - and - honey shampoo|rosewater bath,clotting,,,,,,,filled her with a perverse sort of pleasure|gave Hades a mighty headache
2665,abc372,smell,of ichor,sharp,in the air,,,,,,Hades felt his insides turn
2666,abc379,scent,of smoke and death,familiar,,,by the trees,him,,,
2667,abc384,smell,of his mother ' s pomegranate trees,sweet,,,,,,,sickened him
2668,abc384,smell|scent,her,happy,,,,she,,,
2669,abc384,scent,of every variety of rose,,,,through the greenhouse side entrance,,,,wiggling straight into his heart
2670,abc384,scent,Her,strong,,,,,,,
2671,abc384,scent,her,faint,,,,,,,
2672,abc391,stink,,,,,,him,,,that Percy hates yet intoxicates him so
2673,abc398,smell|scent,of battle|of spilled blood,metallic,,,,him|him,,,clings to him|him faintly and can never truly be washed away
2674,abc398,scent,of roses|of a,,,,,him,,while he ' d been bathing,the sudden desire to prepare himself
2675,abc415,scent,It,,,,,,,even,that awakens him
2676,abc418,smells,Hephaestus,,,like forged fire,,,,,
2677,abc418,smell,Mama,floral,,like island lilies,,,,,
2678,abc421,smell|scent,,intoxicating|indescribably her,,,,he,,,
2679,abc424,smell,of him,,,,,,,,familiar shiver down her spine|filled her senses|increasing her need for him
2680,abc433,scent,of a pomegranate - based candle,heady,,,in the,him,,,
2681,abc435,scent,of olive and sandalwood,,,,,,,,
2682,abc436,inhaled|scent,her|its,sweet,,,,He|he|he|his aquiline,,,
2683,abc444,Smelling,hints of cedar|smoke|Hades,,,,,,,,
2684,abc444,scent,of his skin,,,,,,,,
2685,abc445,Smells,his meat,,,s something foreign,,,,,
2686,abc445,scent,,,,,,his,,,
2687,abc445,smell,,,,,,you,,,
2688,abc447,scent,his,,,,,,,,
2689,abc451,smell,,stormy|woodsy clean,,,,,,,
2690,abc451,nose|smelled,,nasty|nasty,,something nasty|nasty,,he,,,
2691,abc451,nose|scent,their|their,floral,,,,Tony ' s,,,
2692,abc451,smell|perfume|perfume|smelling|smelling,of Pepper ' s perfume|perfume|laundry detergent,last dying|nice smelling|smelling,,,,Tony,,,
2693,abc451,scented|scented,,scented|scented,,,,,,,
2694,abc451,whiff,of anything juicy,,,,,the media hounds,,,
2695,abc451,scents|hints,of tingly petrichor|ozone|juniper berry|of,mixed|floral,the blankets,,,The cat,,,
2696,abc451,smell,It,,,,,Tony,,when the God ' s left for the Vanaheim mission,
2697,abc451,scents,Their,,,,,,,,had felt embarrassed
2698,abc451,scent|perfume|perfume,of|mother ' s perfume|perfume,,,,in her bureau,his|Tony,in,,
2699,abc452,smell|perfume,,,,,Even across the room,,,,
2700,abc452,smell,of her,too much,,,,,,,for them to bear to be parted from
2701,abc455,fragrant|fragrant,bread,fragrant|fragrant,,,,,,,
2702,abc458,smelled,of sweat|blood,,,,,,,,
2703,abc470,smell,of blood|of entrails,nauseating|nauseating,,,,,,,was nauseating|nauseating for Prometheus
2704,abc476,smell|scent,her|her,,,,,he|he,,,
2705,abc476,smelling|scent,of sweet nectar|fresh lilies|pomegranate,,,,,He,,,
2706,abc476,smell,of flowers,,,,,her,In,,
2707,abc476,breath,,hot,,,,,,,
2708,abc476,smell,of the salty ocean water|fresh air,,,,,,,,
2709,abc477,smell|perfume,her,,,,,he,,,
2710,abc478,smell,,,,,,,,,soothing the inventor ' s flustered nerves
2711,abc478,sniffs|smell,anything,,,,,I,,,
2712,abc478,olfactory|olfactory|smell,of grasses|rich earth,stronger olfactory|olfactory,,,,I|I|I,,,
2713,abc478,fragrant|fragrant,tea,fragrant|fragrant,,,,,,,
2714,abc478,perfume,s GodWaves,,,,,,,,
2715,abc478,smelled,the morsel|it,funky,,,,Tony,,,
2716,abc478,sniffing,,,the,,,,,,
2717,abc478,sniff,,,the,,,,,,
2718,abc478,smelled|aroma,,tempting,,,,Tony|he,,,
2719,abc478,aromatic|aromatic,,very aromatic|aromatic,,,,,,,
2720,abc478,aroma,his tea,,,like,my bathroom,,,,
2721,abc478,smell,of plant life and sea salt,,a breeze,like air conditioning,,his,,,
2722,abc478,sniff,,,,,,Tony,,,
2723,abc478,smelled,of damp earth|cold stone,chilling|chilling,a chilling|chilling breeze,,from the opposite direction of the ocean,the,,,which caused the golden god to freeze and go rigid for some reason
2724,abc478,stink|stink,eye,stink|stink,,,,the,,,
2725,abc478,smell,of smoke|burning plastic and hot metal,,the air,,,,,,
2726,abc478,nosing|scenting|scenting,,scenting|scenting,,,,,,,
2727,abc485,smells,it|of,,,,,,,,
2728,abc486,smell,amaranth,,,,,he,,,
2729,abc489,smell|scent,Of hyacinth|honeysuckle,,the|the wind|wind,,,I,,As the|the wind|wind blew towards,
2730,abc509,smelled,the sweet|sweet earth,sweet|sweet,,,,she,,,
2731,abc518,smelling,,,,,the large hall,,,,
2732,abc518,scent,,familiar,,,,,,,Menelaos had to catch himself from looking
2733,abc518,scenting,,,,,,Paris,,,
2734,abc518,smell,It|it,,,,,Menelaos,,,
2735,abc518,smelled|smelled,,rich,,like a forest smelled|smelled,,,,,
2736,abc524,sniffing,one,,,,,He,,,
2737,abc568,smell,anything,,,,,I,,,
2738,abc573,smell,of rain,pleasant,a gentle breeze,,,,,,
2739,abc577,smell|odor,of flowers,sweet|delicate,,,,him,,,
2740,abc577,smell,of Yuuri,,clothes,,,Yuuri,,,
2741,abc577,nose sniffing,,,,,,,,,
2742,abc590,smell,of home,,,,,,,,
2743,abc605,scent,her,,,,,,,,
2744,abc608,whiffs,,short,,,,him,,,
2745,abc621,smell,,,,,,,,,driving her mad with infinite pleasure
2746,abc627,smell|smell,the fruit she|the rose oils,,,,,He|Patroclus,,,
2747,abc627,sniffs|aromatic|aromatic,roses,aromatic|aromatic,,,,James,,,that|makes his heart flutter
2748,abc629,smell,of fish,fresh,,,,,,,brought back memories
2749,abc629,scents,of many different herbs and spices,,,,,her|her,,,which flooded her|her senses with warmth
2750,abc636,smell,it,,,,,Psyche|she,,,
2751,abc636,nose|smell,of grass,,,,,,,,
2752,abc639,smell,growth in her hair,,,,,Hades,,,
2753,abc640,smell,the sea salt,,,,' room,he,,,
2754,abc652,smelling|smelling,tea,very floral smelling|smelling,,,,,,,
2755,abc652,smelled,of|of|blood oranges,strongly,,of|of the ocean,,,,,
2756,abc665,smell,,,the air,,All around,,,,
2757,abc676,scent,of hyacinths|sandalwood|of Achilles,,,,,he|he,,,stirred into a wild cocktail of emotion|he|he
2758,abc680,snarky|snarky,,snarky|snarky,,like a puff of air,,,,,snuffed it out of him
2759,abc682,stink,You,,,,,his,,,
2760,abc682,odor,of rotting fruit,,the air,,,,,,
2761,abc682,smell,of unwashed body,,,,,him,,,
2762,abc682,aroma,of grilled meat and freshly steamed bread,,,,,His|him,,,
2763,abc682,smells,,,,,the Cage,him|he,,,
2764,abc682,fragrance,Their,sweetly,in the air,,,him|him,,,making him|him forget
2765,abc682,scent|perfumed|perfumed|perfumed,of the flowers,perfumed|perfumed|perfumed,,,,,,,summoning him to sleep in a perfumed|perfumed|perfumed embrace
2766,abc682,scent,of plum juice,,,,,him,late nights,,
2767,abc682,scent|perfumed,of tangerines,,the air,,,,,,
2768,abc682,smells,,many,,,,him,,,
2769,abc682,scent,of parchment,,on the wind,,,He,,,
2770,abc682,smell,incense,,,,,Achilles|he,,,
2771,abc682,fragrant|fragrant,resin,fragrant|fragrant,,,,him,,,
2772,abc682,smelled,Patroclus,,,like rainwater,,,,,
2773,abc682,smell,,,,,the streets,He,,,
2774,abc682,stink,of it,,,,,He,,,
2775,abc682,perfume|smell,They|their|it,biting,the air,,the boulevard along the house,he,,,
2776,abc682,aromas,,,,,,the senses,,,
2777,abc682,smells,,gut|wrenching,,,,He,,,
2778,abc683,smelled,he|of musk|spicy herbs,so strongly,,,,,,,that she wanted to press her face into
2779,abc689,scent,of Asterion ' s musk,the faintest|earthy,,,down the corridor,His,,,
2780,abc689,smells|sounds,,strange,,,,,,,out of starvation and terror and buried rage
2781,abc697,smell,wisps of the rich rot of the Underworld ' s marsh,faint|sweet,,ambrosia,,,,,
2782,abc701,smell,of the sea,,,,,,,,woke Lysander from a fitful half - sleep|he held his breath
2783,abc701,smell,,,,,,He,,,
2784,abc701,smell,of the sea,,,,in Hyperion ' s camp,He,last,,
2785,abc711,stank,the,,,,behind the wardrobe,,,,
2786,abc711,aroma,,overpowering,,,,,,,
2787,abc711,scent|scent,his,tantalizing|tantalizing,,,,him|his,,,in tantalizing|tantalizing screams|putting his body into a further trance
2788,abc711,sweetness,,deliciously pungent,,,,,,,
2789,abc711,sniffing|scents,,very intoxicating|rich,,,,he|he|he,,,he|he momentarily lost himself|coiling his desire
2790,abc711,nose|scent|smells,bitch|fuck bitch,heavenly|good,,,,,,,
2791,abc711,scent,His,,,,,Alpha,,,
2792,abc711,smell,him,,,,,I,,,
2793,abc711,smelled,his hair|neck,,,,,I,,,
2794,abc711,smell|scent,my,,,,deep in him,I,,,
2795,abc711,smell|smell,you|you,so good,,,,I|the frightened teen,,when you ' re scared,
2796,abc711,smell,me,,,,a,Thor|he,,,
2797,abc711,inhale|scent,Thor ' s,deep|cultivating,,,,Alpha,,,
2798,abc723,sniff,from the mouth of the jug,,,,,Zeus,,,
2799,abc723,smell,the flowering manna,,,,,he,,,
2800,abc723,smell,nothing|burned air,,,,,He|he|he,,,
2801,abc723,scent,of burned power|spilt ichor,lingering,in the air,,,,,,
2802,abc729,smell,of fresh bread baking,,,,,,,,
2803,abc729,scented|scented,,laurel|scented|scented,,,,,,,
2804,abc729,fragrant|fragrant,,fragrant|fragrant,,,of Olympus,,,,
2805,abc737,scent,her,,,,,,,,
2806,abc738,scents,of power,,The air,,,,,,
2807,abc740,stank,,,,,,,for weeks,,
2808,abc747,scent,her,,,,,,,,
2809,abc750,scent,whose,,,,,the,,,intoxicated him completely|making him hard and wet
2810,abc750,scent|pheromones,,,,,,he|he,,,his body reacting
2811,abc750,scent,of|mate,,,,,he,now,,
2812,abc756,sniff,the thing,,,,,He,,,
2813,abc756,smell,a,,,,,the satyr ' s,,,
2814,abc759,smelled,what,,,like the blanket,off of one of the,,,,
2815,abc762,smell,intent,,,,,the,,,
2816,abc762,scent,of death|of rotting flesh and leaves,sweet|cloying|more powerful,,,,,,,
2817,abc763,smells,his hair,,,it used to,,,,,
2818,abc769,smells,It,nutty,,,,Patroclus,,,
2819,abc769,smell,Achilles|of him,,,,,He,,,
2820,abc771,scented,jasmine|orange blossom|silks,faintly,,,,he,,,a little choking wave rose in his
2821,abc783,smells,,,,,,Nestor,,,
2822,abc783,scent,his,,the light breeze,,,,,,
2823,abc783,smells|scent,He,,,like clean laundry and sunshine,,Achilles|his,,,
2824,abc783,smelling,tomatoes,,,,,,,,
2825,abc783,whiff,of his cologne,,,,,Achilles,,,
2826,abc783,smell,Hector ' s cologne,,,,,He,,,it ' s driving him to insanity
2827,abc783,cologne|cologne|scent,of Hector ' s cologne|cologne|of earth and leaves and wind,,,,,He,,,
2828,abc783,smell|scent,his,fresh|clean|warm,,,,Patroclus|he,,,
2829,abc783,scent,,,,,,him|he|he,,,
2830,abc783,smells,,,,,,He|his,,,
2831,abc784,smells,,good,,,,,,,
2832,abc785,Smelled,,,,like a new planet,,Pen,,,
2833,abc786,scent,of blooming myrtle from the plant,distant,,,,Menelaos|his,,,
2834,abc786,smell,nothing,,,,,Menelaos|he,,,
2835,abc786,scent,Helen ' s,,,,,,,,
2836,abc786,scent,of myrtle and roses,,,,,Menelaos|Menelaos,,,that|Menelaos|Menelaos jerked awake
2837,abc786,scenting|scenting|scent|smelled,Helen ' s|Alexander,scenting|scenting|thickening,,like he should,,Menelaos,,,
2838,abc786,scent,Helen ' s,so thick,,,,Menelaos,,,it was as if one could bite down and actually chew it
2839,abc786,nose|smell|scent,he,alpha,,like clean beta|a quiet promise of summer - warmed grass,,his|he,,,
2840,abc786,scent,',,,,,,,,
2841,abc786,smell|scent,her own thick musk|Menelaos ',lighter,,,,she,,,that she might feel threatened
2842,abc786,smelled|nose,of something,,,,,,,,
2843,abc786,scent,of Paris,,,,,,,,smacked her full in the face
2844,abc786,smelled|smelled,Paris|warm|warm pine|pine|Paris,very|more muted|brighter,,similar to Menelaos|warm|warm pine|pine sap|sun warmed grass,,,now,,
2845,abc786,smelled,Menelaos|he,little strange,,,,,,,
2846,abc786,scent,Menelaos ',,,,,,,,
2847,abc786,sniff|smell,it,enough,from the pillow,like Helen,,,,,to settle the churn in his gut
